Time to failure, Number of defective sites, Fraction of defect
0.004729207342384784, 659, 0.05272
0.006788892576890554, 971, 0.07768
0.010125262447366045, 1427, 0.11416
0.006624974430933749, 943, 0.07544
0.005182759785644083, 748, 0.05984
0.005872698254015476, 822, 0.06576
0.006968132691604843, 1017, 0.08136
0.007915216598258107, 1111, 0.08888
0.0037174762045938795, 602, 0.04816
0.007362570565036811, 1070, 0.0856
0.006330116326157713, 948, 0.07584
0.005171282149365324, 767, 0.06136
0.004493372188243797, 702, 0.05616
0.009032370631803649, 1258, 0.10064
0.0046831426557593404, 694, 0.05552
0.005667621687095167, 774, 0.06192
0.009700794354063569, 1391, 0.11128
0.004388625291857432, 687, 0.05496
0.005971111059420136, 861, 0.06888
0.009316891959921487, 1320, 0.1056
0.00962515814851622, 1317, 0.10536
0.011596549117849221, 1600, 0.128
0.006776601305013436, 958, 0.07664
0.00582633322217076, 857, 0.06856
0.00668168116984043, 1000, 0.08
0.0072947791207932, 1065, 0.0852
0.005582333401081643, 802, 0.06416
0.008629214315454867, 1232, 0.09856
0.005001947240607768, 758, 0.06064
0.00893456857876027, 1233, 0.09864
0.006204804572553273, 893, 0.07144
0.005838634530886252, 852, 0.06816
0.00912218898408405, 1339, 0.10712
0.011727052318212075, 1652, 0.13216
0.011761606857269472, 1563, 0.12504
0.003033618946305085, 426, 0.03408
0.0067772921287144305, 969, 0.07752
0.007618784743949815, 1092, 0.08736
0.010963060217936438, 1486, 0.11888
0.009230578489340004, 1265, 0.1012
0.003904814115294085, 572, 0.04576
0.0076224039184099755, 1108, 0.08864
0.008044327805505085, 1099, 0.08792
0.006060030086981789, 908, 0.07264
0.0040581376642811265, 628, 0.05024
0.009731122618437588, 1342, 0.10736
0.006983338974449503, 969, 0.07752
0.006734966171309687, 995, 0.0796
0.006842869118485743, 986, 0.07888
0.006341656815872346, 954, 0.07632
0.005164585733332634, 734, 0.05872
0.008075740573553702, 1134, 0.09072
0.009063151667607865, 1273, 0.10184
0.010413154820134237, 1411, 0.11288
0.007359854919402401, 1029, 0.08232
0.002733002608612234, 422, 0.03376
0.009166172662518013, 1276, 0.10208
0.007486453084943317, 1102, 0.08816
0.00770344316255187, 1054, 0.08432
0.0031602668772166987, 449, 0.03592
0.008817023729357144, 1255, 0.1004
0.005571904297672791, 791, 0.06328
0.005646322839268138, 827, 0.06616
0.004608022812808177, 657, 0.05256
0.009111988702077876, 1280, 0.1024
0.004537623647349857, 680, 0.0544
0.005752577728969566, 858, 0.06864
0.0027387699470481164, 400, 0.032
0.008390013632484173, 1211, 0.09688
0.006548909385649152, 967, 0.07736
0.004453584044903257, 643, 0.05144
0.009595560248193238, 1330, 0.1064
0.0054268077888950435, 746, 0.05968
0.01366525318571303, 1867, 0.14936
0.009895781106336448, 1441, 0.11528
0.005783933794063589, 907, 0.07256
