Time to failure, Number of defective sites, Fraction of defect
0.023092688345163107, 1196, 0.0598
0.01814075370317275, 941, 0.04705
0.014563254838741407, 787, 0.03935
0.022037309950084624, 1154, 0.0577
0.01760613307520462, 948, 0.0474
0.024976048097821713, 1329, 0.06645
0.02460895060420264, 1347, 0.06735
0.02120998449780204, 1082, 0.0541
0.018318243761155515, 965, 0.04825
0.009968009073176722, 516, 0.0258
0.013872427854226939, 692, 0.0346
0.024102460330264846, 1244, 0.0622
0.02334360724012051, 1253, 0.06265
0.018883132216447416, 1038, 0.0519
0.01789391744249022, 976, 0.0488
0.020870989021619955, 1111, 0.05555
0.021812665808821196, 1078, 0.0539
0.021408226480162537, 1133, 0.05665
0.02187836627319355, 1182, 0.0591
0.017344648648922534, 879, 0.04395
0.021624038202670073, 1146, 0.0573
0.023927623402954873, 1243, 0.06215
0.023651580081827123, 1244, 0.0622
0.023728407105425557, 1246, 0.0623
0.02260417243575865, 1159, 0.05795
0.011872299986840683, 647, 0.03235
0.0218050997530721, 1124, 0.0562
0.023395688986346776, 1212, 0.0606
0.024931492924265698, 1314, 0.0657
0.021388969323475487, 1144, 0.0572
0.023578529889750923, 1190, 0.0595
0.01664512181569385, 915, 0.04575
0.0277341499616403, 1391, 0.06955
0.025539258608654344, 1370, 0.0685
0.027386544881056036, 1432, 0.0716
0.023323924401302418, 1232, 0.0616
0.025254038035791418, 1330, 0.0665
0.016078058700332288, 881, 0.04405
0.020078276982233405, 1091, 0.05455
0.02298666647249933, 1207, 0.06035
0.01680404056641995, 883, 0.04415
0.02214557321083891, 1268, 0.0634
0.029725669000385868, 1539, 0.07695
0.019076973145712207, 1075, 0.05375
0.022242988344866335, 1178, 0.0589
0.026296189711655867, 1370, 0.0685
0.024518350104692034, 1295, 0.06475
0.02027409034980374, 1067, 0.05335
0.028076090643195235, 1412, 0.0706
0.019456155833951133, 1024, 0.0512
0.025740210773780706, 1303, 0.06515
0.025020939779375515, 1324, 0.0662
0.022020987159086666, 1183, 0.05915
0.017866074273271675, 953, 0.04765
0.01610806503689989, 845, 0.04225
0.01868772122845129, 1006, 0.0503
0.017640600681713737, 946, 0.0473
0.025379838662767367, 1375, 0.06875
0.022620685646558475, 1235, 0.06175
0.019387767598646025, 1033, 0.05165
0.021031547534821015, 1098, 0.0549
0.02252277187768153, 1185, 0.05925
0.016845485449286716, 878, 0.0439
0.027451750029542123, 1481, 0.07405
0.02698346302680652, 1424, 0.0712
0.028349025936690003, 1419, 0.07095
0.018745831221754515, 984, 0.0492
0.01560755188943627, 848, 0.0424
0.02268963134181461, 1216, 0.0608
0.016974329146738278, 899, 0.04495
0.01900719292874278, 1012, 0.0506
0.02051143170679592, 1115, 0.05575
0.02235130805538672, 1159, 0.05795
0.013871782317552803, 751, 0.03755
0.02041272470960154, 1069, 0.05345
0.021479708335908437, 1111, 0.05555
0.01873389136887062, 1032, 0.0516
0.018281235168561876, 932, 0.0466
0.02308227563192075, 1218, 0.0609
0.02740336484289056, 1492, 0.0746
0.018323986884306774, 985, 0.04925
0.026077411653676594, 1319, 0.06595
0.01966240614154065, 1043, 0.05215
0.021329415471767095, 1078, 0.0539
0.0235020884564297, 1222, 0.0611
0.023972534071870485, 1267, 0.06335
0.025033287426635537, 1343, 0.06715
0.01859666201426371, 958, 0.0479
0.02669148832473111, 1380, 0.069
0.024893566831672258, 1309, 0.06545
0.030573326037772172, 1649, 0.08245
0.02319838296605403, 1198, 0.0599
0.027960488028996863, 1417, 0.07085
0.016171377906505968, 874, 0.0437
0.02213791434629545, 1176, 0.0588
0.02316763082686909, 1258, 0.0629
0.030527270358096003, 1608, 0.0804
0.02537253323861852, 1306, 0.0653
0.02149252988145081, 1141, 0.05705
0.02191884727414869, 1126, 0.0563
0.018504099268526312, 934, 0.0467
0.018777037208989513, 998, 0.0499
0.01636207810652963, 903, 0.04515
0.014711054656272754, 782, 0.0391
0.016213253398668255, 900, 0.045
0.022177929849756767, 1187, 0.05935
0.0213856564249662, 1131, 0.05655
0.02344450793066304, 1254, 0.0627
0.02081277971950623, 1097, 0.05485
0.019305311156450903, 1024, 0.0512
0.022049164421248053, 1166, 0.0583
0.0170897304054879, 941, 0.04705
0.019616422412723575, 1027, 0.05135
0.029282654540518534, 1461, 0.07305
0.019267481280724013, 1035, 0.05175
0.027628353989783586, 1439, 0.07195
0.017749217465869348, 963, 0.04815
0.02374647896502508, 1202, 0.0601
0.026421248502688118, 1347, 0.06735
0.02082007380988688, 1152, 0.0576
0.02446036614653777, 1284, 0.0642
0.020467504048004934, 1094, 0.0547
0.025454320679379097, 1364, 0.0682
0.016691958339572623, 910, 0.0455
0.027779309153415633, 1502, 0.0751
0.017609680380334863, 900, 0.045
0.023099877313881044, 1254, 0.0627
0.025538719976753173, 1357, 0.06785
0.020308269861126646, 1064, 0.0532
0.025932960117972536, 1296, 0.0648
0.020414098709588335, 1117, 0.05585
0.027611543266189975, 1481, 0.07405
0.023637456029894678, 1279, 0.06395
0.01762374874972156, 929, 0.04645
0.01893230812414217, 1008, 0.0504
0.019934695572099054, 1066, 0.0533
0.026266806057179314, 1377, 0.06885
0.022695598247935413, 1122, 0.0561
0.0215184540702043, 1098, 0.0549
0.022762889717507354, 1219, 0.06095
0.02403331264352559, 1255, 0.06275
0.0213466713804511, 1145, 0.05725
0.022611793649121095, 1226, 0.0613
0.01966648591262426, 1011, 0.05055
0.019133444785610243, 996, 0.0498
0.028329016546228297, 1473, 0.07365
0.030698726198911227, 1519, 0.07595
0.022741105711418026, 1227, 0.06135
0.018896379126117694, 941, 0.04705
0.023657195140215838, 1178, 0.0589
0.022819924620963546, 1211, 0.06055
0.020568361215303484, 1137, 0.05685
0.02508844545816474, 1345, 0.06725
0.024033691608103334, 1281, 0.06405
0.027638927794048546, 1441, 0.07205
0.022705117833820437, 1229, 0.06145
0.019428286161140982, 1038, 0.0519
0.027754789696099347, 1476, 0.0738
0.02318859255868232, 1292, 0.0646
0.02059037001536588, 1129, 0.05645
0.02447700594898035, 1225, 0.06125
0.02338908403793658, 1280, 0.064
0.01867608740057926, 990, 0.0495
0.022790733560299672, 1123, 0.05615
0.012369580679799931, 647, 0.03235
0.023619111322080725, 1192, 0.0596
0.020951919200374872, 1128, 0.0564
0.021640366243757946, 1160, 0.058
0.024577065329323015, 1292, 0.0646
0.022935190404388465, 1220, 0.061
0.029043457461319144, 1547, 0.07735
0.022955953710820588, 1232, 0.0616
0.019893281853241695, 1063, 0.05315
0.02187966987514612, 1164, 0.0582
0.02724466015268961, 1435, 0.07175
0.02006849137910046, 1089, 0.05445
0.015425133264335604, 775, 0.03875
0.02145242575855744, 1121, 0.05605
0.01826521243072178, 1023, 0.05115
0.021491678775277388, 1192, 0.0596
0.024101930183654186, 1252, 0.0626
0.019878732066042307, 1000, 0.05
0.024003635481521495, 1249, 0.06245
0.017767439892725743, 917, 0.04585
0.022287712702493138, 1131, 0.05655
0.027215946001766706, 1461, 0.07305
0.021740069286178408, 1193, 0.05965
0.023050330890743896, 1190, 0.0595
0.028050295339934174, 1501, 0.07505
0.01418650698295269, 785, 0.03925
0.01754415352091506, 941, 0.04705
0.0226901295957901, 1198, 0.0599
0.020659942766220893, 1042, 0.0521
0.023426078147040168, 1270, 0.0635
0.02081721984034179, 1117, 0.05585
0.023016914947907374, 1231, 0.06155
0.017959971066154972, 930, 0.0465
0.01586120758717357, 892, 0.0446
0.022400942619433945, 1203, 0.06015
0.024667872266885042, 1263, 0.06315
0.026559068428365216, 1355, 0.06775
0.02071498890333941, 1122, 0.0561
0.021924732482592173, 1165, 0.05825
0.02568414286027905, 1365, 0.06825
0.024295708135875053, 1287, 0.06435
0.01751503764884932, 905, 0.04525
0.026231192234517156, 1375, 0.06875
0.021587377784768876, 1154, 0.0577
0.02434731128504973, 1225, 0.06125
0.016321927562237243, 866, 0.0433
0.010049761494511034, 510, 0.0255
0.023274674565475564, 1286, 0.0643
0.024612040046902463, 1283, 0.06415
0.025004660429002356, 1297, 0.06485
0.023831443834568887, 1246, 0.0623
0.027690779492760442, 1486, 0.0743
0.020832560360191155, 1073, 0.05365
0.014540825186378328, 805, 0.04025
0.026969799204174597, 1447, 0.07235
0.023071565683526647, 1219, 0.06095
0.017500645797421544, 943, 0.04715
0.025830472267929266, 1354, 0.0677
0.02098228489362391, 1133, 0.05665
0.028321612636364863, 1480, 0.074
0.019618908196550405, 1040, 0.052
0.01924174059919326, 1080, 0.054
0.022261906362159835, 1193, 0.05965
0.025520790133187133, 1356, 0.0678
0.019232508381915918, 995, 0.04975
0.019311022249272163, 1011, 0.05055
0.023808641750731812, 1259, 0.06295
0.026637662909123536, 1429, 0.07145
0.016885084890923253, 931, 0.04655
0.018840824795068687, 1051, 0.05255
0.02253656681235385, 1165, 0.05825
0.021383769862260895, 1120, 0.056
0.02498947777121463, 1346, 0.0673
0.017707310856575995, 932, 0.0466
0.020742794272941966, 1108, 0.0554
0.02269053619850257, 1184, 0.0592
0.016014126034680873, 851, 0.04255
0.024542041843197353, 1276, 0.0638
0.02132385572085095, 1134, 0.0567
0.019160649773718043, 1001, 0.05005
0.011806464363337826, 626, 0.0313
0.023863129375219186, 1239, 0.06195
0.021537757762611073, 1105, 0.05525
0.022643351548024576, 1203, 0.06015
0.020646955818507687, 1105, 0.05525
0.026264412157477636, 1364, 0.0682
0.029507996130860893, 1422, 0.0711
0.010126066247329915, 525, 0.02625
0.025458807219417522, 1342, 0.0671
0.017856940135834144, 938, 0.0469
0.019846637383639086, 1021, 0.05105
0.017671402937642664, 928, 0.0464
0.020988465377409005, 1097, 0.05485
0.025118567869465497, 1366, 0.0683
0.021564626151545224, 1156, 0.0578
0.02414832455291745, 1243, 0.06215
0.023437119493504955, 1282, 0.0641
0.021290074352750692, 1165, 0.05825
0.022925552217186417, 1271, 0.06355
0.014810882179634532, 768, 0.0384
0.02485221906363065, 1278, 0.0639
0.022910375562880354, 1184, 0.0592
0.02157114721320197, 1095, 0.05475
0.020771415139307997, 1137, 0.05685
0.016564046996232738, 881, 0.04405
0.019794539617745258, 1021, 0.05105
0.02139794182765017, 1175, 0.05875
0.027327392151624035, 1443, 0.07215
0.025407194844242222, 1315, 0.06575
0.02325995149545766, 1264, 0.0632
0.019853210198793554, 1076, 0.0538
0.02818608128756582, 1453, 0.07265
0.018035508965420572, 943, 0.04715
0.023309207166129085, 1143, 0.05715
0.0233894445329121, 1249, 0.06245
0.018636881372051373, 1014, 0.0507
0.027202833191107934, 1400, 0.07
0.023033907429737526, 1212, 0.0606
0.022509961807084065, 1205, 0.06025
0.019471651136555475, 1019, 0.05095
0.022802723079215926, 1148, 0.0574
0.01902365917863138, 1029, 0.05145
0.025187048072998746, 1306, 0.0653
0.024250420535485307, 1264, 0.0632
0.021952200484292625, 1155, 0.05775
0.02241353044502992, 1174, 0.0587
0.016511294627813512, 894, 0.0447
0.015471368938487825, 853, 0.04265
0.01788857249342188, 933, 0.04665
0.02189044874185732, 1151, 0.05755
0.02080862565846496, 1105, 0.05525
0.027467065190672324, 1411, 0.07055
0.016947496642914395, 910, 0.0455
0.0226314547000641, 1198, 0.0599
0.019660767864332247, 1022, 0.0511
0.02687680318703162, 1427, 0.07135
